"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Sex"	"Sex Code"	"Age Group"	"Age Group Code"	Deaths	Population	Crude Rate
	"Oklahoma"	"40"	"2020"	"2020"	"Female"	"F"	"55-59 years"	"55-59"	17	124628	13.64
	"Oklahoma"	"40"	"2020"	"2020"	"Female"	"F"	"65-69 years"	"65-69"	21	108418	19.37
"Total"	"Oklahoma"	"40"	"2020"	"2020"	"Female"	"F"			111	1985356	5.59
	"Oklahoma"	"40"	"2020"	"2020"	"Male"	"M"	"< 1 year"	"1"	0	24177	0.00
	"Oklahoma"	"40"	"2020"	"2020"	"Male"	"M"	"15-19 years"	"15-19"	0	142220	0.00
	"Oklahoma"	"40"	"2020"	"2020"	"Male"	"M"	"20-24 years"	"20-24"	0	147703	0.00
	"Oklahoma"	"40"	"2020"	"2020"	"Male"	"M"	"60-64 years "	"60-64"	16	117251	13.65
	"Oklahoma"	"40"	"2020"	"2020"	"Male"	"M"	"70-74 years"	"70-74"	16	77703	20.59
	"Oklahoma"	"40"	"2020"	"2020"	"Male"	"M"	"75-79 years"	"75-79"	18	51423	35.00
"Total"	"Oklahoma"	"40"	"2020"	"2020"	"Male"	"M"			117	1979556	5.91
"Total"	"Oklahoma"	"40"	"2020"	"2020"					228	3964912	5.75
	"Oklahoma"	"40"	"2021"	"2021"	"Female"	"F"	"< 1 year"	"1"	0	22997	0.00
	"Oklahoma"	"40"	"2021"	"2021"	"Female"	"F"	"1-4 years"	"1-4"	0	96044	0.00
	"Oklahoma"	"40"	"2021"	"2021"	"Female"	"F"	"15-19 years"	"15-19"	0	133670	0.00
	"Oklahoma"	"40"	"2021"	"2021"	"Female"	"F"	"25-29 years"	"25-29"	0	129129	0.00
	"Oklahoma"	"40"	"2021"	"2021"	"Female"	"F"	"30-34 years"	"30-34"	0	132989	0.00
	"Oklahoma"	"40"	"2021"	"2021"	"Female"	"F"	"75-79 years"	"75-79"	17	63652	26.71
"Total"	"Oklahoma"	"40"	"2021"	"2021"	"Female"	"F"			100	1999388	5.00
	"Oklahoma"	"40"	"2021"	"2021"	"Male"	"M"	"< 1 year"	"1"	0	24024	0.00
	"Oklahoma"	"40"	"2021"	"2021"	"Male"	"M"	"5-9 years"	"5-9"	0	136213	0.00
	"Oklahoma"	"40"	"2021"	"2021"	"Male"	"M"	"10-14 years"	"10-14"	0	141447	0.00
	"Oklahoma"	"40"	"2021"	"2021"	"Male"	"M"	"25-29 years"	"25-29"	0	138387	0.00
	"Oklahoma"	"40"	"2021"	"2021"	"Male"	"M"	"60-64 years "	"60-64"	23	118405	19.42
	"Oklahoma"	"40"	"2021"	"2021"	"Male"	"M"	"65-69 years"	"65-69"	28	100731	27.80
	"Oklahoma"	"40"	"2021"	"2021"	"Male"	"M"	"70-74 years"	"70-74"	24	80694	29.74
	"Oklahoma"	"40"	"2021"	"2021"	"Male"	"M"	"75-79 years"	"75-79"	20	51666	38.71
"Total"	"Oklahoma"	"40"	"2021"	"2021"	"Male"	"M"			157	1991837	7.88
"Total"	"Oklahoma"	"40"	"2021"	"2021"					257	3991225	6.44
"Total"	"Oklahoma"	"40"							4540	85685015	5.30
	"Oregon"	"41"	"1999"	"1999"	"Female"	"F"	"< 1 year"	"1"	0	21374	0.00
	"Oregon"	"41"	"1999"	"1999"	"Female"	"F"	"1-4 years"	"1-4"	0	86916	0.00
	"Oregon"	"41"	"1999"	"1999"	"Female"	"F"	"15-19 years"	"15-19"	0	119020	0.00
	"Oregon"	"41"	"1999"	"1999"	"Female"	"F"	"20-24 years"	"20-24"	0	109896	0.00
"Total"	"Oregon"	"41"	"1999"	"1999"	"Female"	"F"			60	1712226	3.50
	"Oregon"	"41"	"1999"	"1999"	"Male"	"M"	"< 1 year"	"1"	0	22549	0.00
	"Oregon"	"41"	"1999"	"1999"	"Male"	"M"	"20-24 years"	"20-24"	0	115432	0.00
"Total"	"Oregon"	"41"	"1999"	"1999"	"Male"	"M"			95	1681715	5.65
"Total"	"Oregon"	"41"	"1999"	"1999"					155	3393941	4.57
	"Oregon"	"41"	"2000"	"2000"	"Female"	"F"	"< 1 year"	"1"	0	21783	0.00
	"Oregon"	"41"	"2000"	"2000"	"Female"	"F"	"10-14 years"	"10-14"	0	118405	0.00
	"Oregon"	"41"	"2000"	"2000"	"Female"	"F"	"20-24 years"	"20-24"	0	113152	0.00
"Total"	"Oregon"	"41"	"2000"	"2000"	"Female"	"F"			73	1728647	4.22
	"Oregon"	"41"	"2000"	"2000"	"Male"	"M"	"< 1 year"	"1"	0	22966	0.00
	"Oregon"	"41"	"2000"	"2000"	"Male"	"M"	"5-9 years"	"5-9"	0	119662	0.00
	"Oregon"	"41"	"2000"	"2000"	"Male"	"M"	"10-14 years"	"10-14"	0	124771	0.00
	"Oregon"	"41"	"2000"	"2000"	"Male"	"M"	"15-19 years"	"15-19"	0	126076	0.00
	"Oregon"	"41"	"2000"	"2000"	"Male"	"M"	"30-34 years"	"30-34"	0	122440	0.00
"Total"	"Oregon"	"41"	"2000"	"2000"	"Male"	"M"			98	1701061	5.76
"Total"	"Oregon"	"41"	"2000"	"2000"					171	3429708	4.99
	"Oregon"	"41"	"2001"	"2001"	"Female"	"F"	"< 1 year"	"1"	0	22270	0.00
	"Oregon"	"41"	"2001"	"2001"	"Female"	"F"	"15-19 years"	"15-19"	0	119413	0.00
"Total"	"Oregon"	"41"	"2001"	"2001"	"Female"	"F"			76	1747889	4.35
	"Oregon"	"41"	"2001"	"2001"	"Male"	"M"	"< 1 year"	"1"	0	23359	0.00
	"Oregon"	"41"	"2001"	"2001"	"Male"	"M"	"1-4 years"	"1-4"	0	90946	0.00
	"Oregon"	"41"	"2001"	"2001"	"Male"	"M"	"5-9 years"	"5-9"	0	118242	0.00
	"Oregon"	"41"	"2001"	"2001"	"Male"	"M"	"30-34 years"	"30-34"	0	125849	0.00
	"Oregon"	"41"	"2001"	"2001"	"Male"	"M"	"65-69 years"	"65-69"	20	54058	37.00
"Total"	"Oregon"	"41"	"2001"	"2001"	"Male"	"M"			98	1720048	5.70
"Total"	"Oregon"	"41"	"2001"	"2001"					174	3467937	5.02
	"Oregon"	"41"	"2002"	"2002"	"Female"	"F"	"< 1 year"	"1"	0	21901	0.00
"Total"	"Oregon"	"41"	"2002"	"2002"	"Female"	"F"			102	1771126	5.76
	"Oregon"	"41"	"2002"	"2002"	"Male"	"M"	"< 1 year"	"1"	0	23035	0.00
	"Oregon"	"41"	"2002"	"2002"	"Male"	"M"	"1-4 years"	"1-4"	0	91919	0.00
	"Oregon"	"41"	"2002"	"2002"	"Male"	"M"	"10-14 years"	"10-14"	0	127189	0.00
	"Oregon"	"41"	"2002"	"2002"	"Male"	"M"	"50-54 years"	"50-54"	19	126699	15.00
	"Oregon"	"41"	"2002"	"2002"	"Male"	"M"	"55-59 years"	"55-59"	17	98557	17.25
	"Oregon"	"41"	"2002"	"2002"	"Male"	"M"	"60-64 years "	"60-64"	16	71068	22.51
"Total"	"Oregon"	"41"	"2002"	"2002"	"Male"	"M"			121	1742298	6.94
"Total"	"Oregon"	"41"	"2002"	"2002"					223	3513424	6.35
	"Oregon"	"41"	"2003"	"2003"	"Female"	"F"	"< 1 year"	"1"	0	22208	0.00
	"Oregon"	"41"	"2003"	"2003"	"Female"	"F"	"15-19 years"	"15-19"	0	120219	0.00
	"Oregon"	"41"	"2003"	"2003"	"Female"	"F"	"30-34 years"	"30-34"	0	120191	0.00
"Total"	"Oregon"	"41"	"2003"	"2003"	"Female"	"F"			84	1788805	4.70
	"Oregon"	"41"	"2003"	"2003"	"Male"	"M"	"< 1 year"	"1"	0	23017	0.00
	"Oregon"	"41"	"2003"	"2003"	"Male"	"M"	"20-24 years"	"20-24"	0	127085	0.00
	"Oregon"	"41"	"2003"	"2003"	"Male"	"M"	"70-74 years"	"70-74"	18	47884	37.59
"Total"	"Oregon"	"41"	"2003"	"2003"	"Male"	"M"			115	1758571	6.54
"Total"	"Oregon"	"41"	"2003"	"2003"					199	3547376	5.61
	"Oregon"	"41"	"2004"	"2004"	"Female"	"F"	"< 1 year"	"1"	0	21611	0.00
	"Oregon"	"41"	"2004"	"2004"	"Female"	"F"	"1-4 years"	"1-4"	0	88155	0.00
	"Oregon"	"41"	"2004"	"2004"	"Female"	"F"	"5-9 years"	"5-9"	0	110723	0.00
	"Oregon"	"41"	"2004"	"2004"	"Female"	"F"	"10-14 years"	"10-14"	0	119665	0.00
	"Oregon"	"41"	"2004"	"2004"	"Female"	"F"	"20-24 years"	"20-24"	0	122934	0.00
	"Oregon"	"41"	"2004"	"2004"	"Female"	"F"	"25-29 years"	"25-29"	0	114445	0.00
	"Oregon"	"41"	"2004"	"2004"	"Female"	"F"	"35-39 years"	"35-39"	0	116830	0.00
"Total"	"Oregon"	"41"	"2004"	"2004"	"Female"	"F"			89	1800377	4.94
	"Oregon"	"41"	"2004"	"2004"	"Male"	"M"	"10-14 years"	"10-14"	0	126433	0.00
	"Oregon"	"41"	"2004"	"2004"	"Male"	"M"	"15-19 years"	"15-19"	0	127880	0.00
	"Oregon"	"41"	"2004"	"2004"	"Male"	"M"	"20-24 years"	"20-24"	0	126742	0.00
	"Oregon"	"41"	"2004"	"2004"	"Male"	"M"	"25-29 years"	"25-29"	0	119589	0.00
	"Oregon"	"41"	"2004"	"2004"	"Male"	"M"	"50-54 years"	"50-54"	17	132425	12.84
	"Oregon"	"41"	"2004"	"2004"	"Male"	"M"	"60-64 years "	"60-64"	16	80930	19.77
"Total"	"Oregon"	"41"	"2004"	"2004"	"Male"	"M"			116	1769086	6.56
"Total"	"Oregon"	"41"	"2004"	"2004"					205	3569463	5.74
	"Oregon"	"41"	"2005"	"2005"	"Female"	"F"	"< 1 year"	"1"	0	22232	0.00
	"Oregon"	"41"	"2005"	"2005"	"Female"	"F"	"15-19 years"	"15-19"	0	122427	0.00
"Total"	"Oregon"	"41"	"2005"	"2005"	"Female"	"F"			93	1823447	5.10
	"Oregon"	"41"	"2005"	"2005"	"Male"	"M"	"< 1 year"	"1"	0	23081	0.00
	"Oregon"	"41"	"2005"	"2005"	"Male"	"M"	"5-9 years"	"5-9"	0	116007	0.00
	"Oregon"	"41"	"2005"	"2005"	"Male"	"M"	"20-24 years"	"20-24"	0	127241	0.00
	"Oregon"	"41"	"2005"	"2005"	"Male"	"M"	"55-59 years"	"55-59"	19	117518	16.17
	"Oregon"	"41"	"2005"	"2005"	"Male"	"M"	"65-69 years"	"65-69"	20	62538	31.98
	"Oregon"	"41"	"2005"	"2005"	"Male"	"M"	"75-79 years"	"75-79"	19	40908	46.45
"Total"	"Oregon"	"41"	"2005"	"2005"	"Male"	"M"			142	1789755	7.93
"Total"	"Oregon"	"41"	"2005"	"2005"					235	3613202	6.50
	"Oregon"	"41"	"2006"	"2006"	"Female"	"F"	"< 1 year"	"1"	0	22367	0.00
	"Oregon"	"41"	"2006"	"2006"	"Female"	"F"	"5-9 years"	"5-9"	0	112610	0.00
	"Oregon"	"41"	"2006"	"2006"	"Female"	"F"	"20-24 years"	"20-24"	0	122912	0.00
	"Oregon"	"41"	"2006"	"2006"	"Female"	"F"	"30-34 years"	"30-34"	0	117370	0.00
	"Oregon"	"41"	"2006"	"2006"	"Female"	"F"	"35-39 years"	"35-39"	0	122979	0.00
"Total"	"Oregon"	"41"	"2006"	"2006"	"Female"	"F"			82	1853117	4.42
	"Oregon"	"41"	"2006"	"2006"	"Male"	"M"	"< 1 year"	"1"	0	24013	0.00
	"Oregon"	"41"	"2006"	"2006"	"Male"	"M"	"1-4 years"	"1-4"	0	92833	0.00
	"Oregon"	"41"	"2006"	"2006"	"Male"	"M"	"5-9 years"	"5-9"	0	117543	0.00
	"Oregon"	"41"	"2006"	"2006"	"Male"	"M"	"15-19 years"	"15-19"	0	131666	0.00
	"Oregon"	"41"	"2006"	"2006"	"Male"	"M"	"25-29 years"	"25-29"	0	124890	0.00
	"Oregon"	"41"	"2006"	"2006"	"Male"	"M"	"60-64 years "	"60-64"	18	89052	20.21
"Total"	"Oregon"	"41"	"2006"	"2006"	"Male"	"M"			97	1817766	5.34
"Total"	"Oregon"	"41"	"2006"	"2006"					179	3670883	4.88
	"Oregon"	"41"	"2007"	"2007"	"Female"	"F"	"1-4 years"	"1-4"	0	90224	0.00
	"Oregon"	"41"	"2007"	"2007"	"Female"	"F"	"25-29 years"	"25-29"	0	127021	0.00
"Total"	"Oregon"	"41"	"2007"	"2007"	"Female"	"F"			89	1879347	4.74
	"Oregon"	"41"	"2007"	"2007"	"Male"	"M"	"< 1 year"	"1"	0	25042	0.00
	"Oregon"	"41"	"2007"	"2007"	"Male"	"M"	"15-19 years"	"15-19"	0	132742	0.00
	"Oregon"	"41"	"2007"	"2007"	"Male"	"M"	"20-24 years"	"20-24"	0	127447	0.00
	"Oregon"	"41"	"2007"	"2007"	"Male"	"M"	"60-64 years "	"60-64"	16	97939	16.34
	"Oregon"	"41"	"2007"	"2007"	"Male"	"M"	"65-69 years"	"65-69"	16	69401	23.05
	"Oregon"	"41"	"2007"	"2007"	"Male"	"M"	"80-84 years"	"80-84"	16	31059	51.51
"Total"	"Oregon"	"41"	"2007"	"2007"	"Male"	"M"			121	1843070	6.57
"Total"	"Oregon"	"41"	"2007"	"2007"					210	3722417	5.64
	"Oregon"	"41"	"2008"	"2008"	"Female"	"F"	"< 1 year"	"1"	0	23376	0.00
	"Oregon"	"41"	"2008"	"2008"	"Female"	"F"	"5-9 years"	"5-9"	0	114626	0.00
	"Oregon"	"41"	"2008"	"2008"	"Female"	"F"	"10-14 years"	"10-14"	0	117935	0.00
	"Oregon"	"41"	"2008"	"2008"	"Female"	"F"	"15-19 years"	"15-19"	0	125771	0.00
	"Oregon"	"41"	"2008"	"2008"	"Female"	"F"	"20-24 years"	"20-24"	0	124033	0.00
	"Oregon"	"41"	"2008"	"2008"	"Female"	"F"	"35-39 years"	"35-39"	0	125853	0.00
"Total"	"Oregon"	"41"	"2008"	"2008"	"Female"	"F"			91	1903535	4.78
	"Oregon"	"41"	"2008"	"2008"	"Male"	"M"	"< 1 year"	"1"	0	24325	0.00
	"Oregon"	"41"	"2008"	"2008"	"Male"	"M"	"1-4 years"	"1-4"	0	96515	0.00
	"Oregon"	"41"	"2008"	"2008"	"Male"	"M"	"20-24 years"	"20-24"	0	127455	0.00
	"Oregon"	"41"	"2008"	"2008"	"Male"	"M"	"35-39 years"	"35-39"	0	130479	0.00
	"Oregon"	"41"	"2008"	"2008"	"Male"	"M"	"60-64 years "	"60-64"	19	104112	18.25
"Total"	"Oregon"	"41"	"2008"	"2008"	"Male"	"M"			111	1865213	5.95
"Total"	"Oregon"	"41"	"2008"	"2008"					202	3768748	5.36
	"Oregon"	"41"	"2009"	"2009"	"Female"	"F"	"< 1 year"	"1"	0	22629	0.00
	"Oregon"	"41"	"2009"	"2009"	"Female"	"F"	"1-4 years"	"1-4"	0	93346	0.00
	"Oregon"	"41"	"2009"	"2009"	"Female"	"F"	"5-9 years"	"5-9"	0	115265	0.00
	"Oregon"	"41"	"2009"	"2009"	"Female"	"F"	"10-14 years"	"10-14"	0	118232	0.00
	"Oregon"	"41"	"2009"	"2009"	"Female"	"F"	"15-19 years"	"15-19"	0	125101	0.00
	"Oregon"	"41"	"2009"	"2009"	"Female"	"F"	"35-39 years"	"35-39"	0	124839	0.00
	"Oregon"	"41"	"2009"	"2009"	"Female"	"F"	"75-79 years"	"75-79"	17	50349	33.76
"Total"	"Oregon"	"41"	"2009"	"2009"	"Female"	"F"			77	1923209	4.00
	"Oregon"	"41"	"2009"	"2009"	"Male"	"M"	"< 1 year"	"1"	0	24072	0.00
	"Oregon"	"41"	"2009"	"2009"	"Male"	"M"	"10-14 years"	"10-14"	0	123787	0.00
	"Oregon"	"41"	"2009"	"2009"	"Male"	"M"	"60-64 years "	"60-64"	28	109824	25.50
	"Oregon"	"41"	"2009"	"2009"	"Male"	"M"	"65-69 years"	"65-69"	19	79076	24.03
	"Oregon"	"41"	"2009"	"2009"	"Male"	"M"	"70-74 years"	"70-74"	16	55343	28.91
	"Oregon"	"41"	"2009"	"2009"	"Male"	"M"	"75-79 years"	"75-79"	17	40802	41.66
"Total"	"Oregon"	"41"	"2009"	"2009"	"Male"	"M"			153	1885391	8.12
"Total"	"Oregon"	"41"	"2009"	"2009"					230	3808600	6.04
	"Oregon"	"41"	"2010"	"2010"	"Female"	"F"	"< 1 year"	"1"	0	22587	0.00
	"Oregon"	"41"	"2010"	"2010"	"Female"	"F"	"1-4 years"	"1-4"	0	93144	0.00
	"Oregon"	"41"	"2010"	"2010"	"Female"	"F"	"5-9 years"	"5-9"	0	115856	0.00
	"Oregon"	"41"	"2010"	"2010"	"Female"	"F"	"15-19 years"	"15-19"	0	123593	0.00
	"Oregon"	"41"	"2010"	"2010"	"Female"	"F"	"20-24 years"	"20-24"	0	125397	0.00
"Total"	"Oregon"	"41"	"2010"	"2010"	"Female"	"F"			86	1938176	4.44
	"Oregon"	"41"	"2010"	"2010"	"Male"	"M"	"< 1 year"	"1"	0	23808	0.00
	"Oregon"	"41"	"2010"	"2010"	"Male"	"M"	"20-24 years"	"20-24"	0	129167	0.00
	"Oregon"	"41"	"2010"	"2010"	"Male"	"M"	"25-29 years"	"25-29"	0	133484	0.00
	"Oregon"	"41"	"2010"	"2010"	"Male"	"M"	"55-59 years"	"55-59"	17	133235	12.76
"Total"	"Oregon"	"41"	"2010"	"2010"	"Male"	"M"			113	1899565	5.95
"Total"	"Oregon"	"41"	"2010"	"2010"					199	3837741	5.19
	"Oregon"	"41"	"2011"	"2011"	"Female"	"F"	"< 1 year"	"1"	0	22291	0.00
	"Oregon"	"41"	"2011"	"2011"	"Female"	"F"	"5-9 years"	"5-9"	0	115763	0.00
	"Oregon"	"41"	"2011"	"2011"	"Female"	"F"	"10-14 years"	"10-14"	0	119142	0.00
	"Oregon"	"41"	"2011"	"2011"	"Female"	"F"	"15-19 years"	"15-19"	0	122119	0.00
	"Oregon"	"41"	"2011"	"2011"	"Female"	"F"	"20-24 years"	"20-24"	0	129201	0.00
"Total"	"Oregon"	"41"	"2011"	"2011"	"Female"	"F"			88	1954894	4.50
	"Oregon"	"41"	"2011"	"2011"	"Male"	"M"	"< 1 year"	"1"	0	23194	0.00
	"Oregon"	"41"	"2011"	"2011"	"Male"	"M"	"1-4 years"	"1-4"	0	97541	0.00
	"Oregon"	"41"	"2011"	"2011"	"Male"	"M"	"5-9 years"	"5-9"	0	121304	0.00
	"Oregon"	"41"	"2011"	"2011"	"Male"	"M"	"10-14 years"	"10-14"	0	124265	0.00
	"Oregon"	"41"	"2011"	"2011"	"Male"	"M"	"55-59 years"	"55-59"	18	134314	13.40
	"Oregon"	"41"	"2011"	"2011"	"Male"	"M"	"60-64 years "	"60-64"	20	123459	16.20
	"Oregon"	"41"	"2011"	"2011"	"Male"	"M"	"65-69 years"	"65-69"	21	85885	24.45
	"Oregon"	"41"	"2011"	"2011"	"Male"	"M"	"70-74 years"	"70-74"	18	60321	29.84
"Total"	"Oregon"	"41"	"2011"	"2011"	"Male"	"M"			132	1918207	6.88
"Total"	"Oregon"	"41"	"2011"	"2011"					220	3873101	5.68
	"Oregon"	"41"	"2012"	"2012"	"Female"	"F"	"< 1 year"	"1"	0	21725	0.00
	"Oregon"	"41"	"2012"	"2012"	"Female"	"F"	"1-4 years"	"1-4"	0	91652	0.00
	"Oregon"	"41"	"2012"	"2012"	"Female"	"F"	"15-19 years"	"15-19"	0	121323	0.00
	"Oregon"	"41"	"2012"	"2012"	"Female"	"F"	"70-74 years"	"70-74"	16	69920	22.88
"Total"	"Oregon"	"41"	"2012"	"2012"	"Female"	"F"			98	1966615	4.98
	"Oregon"	"41"	"2012"	"2012"	"Male"	"M"	"< 1 year"	"1"	0	23005	0.00
	"Oregon"	"41"	"2012"	"2012"	"Male"	"M"	"60-64 years "	"60-64"	28	123761	22.62
	"Oregon"	"41"	"2012"	"2012"	"Male"	"M"	"65-69 years"	"65-69"	21	94771	22.16
"Total"	"Oregon"	"41"	"2012"	"2012"	"Male"	"M"			132	1934111	6.82
"Total"	"Oregon"	"41"	"2012"	"2012"					230	3900726	5.90
	"Oregon"	"41"	"2013"	"2013"	"Female"	"F"	"< 1 year"	"1"	0	21726	0.00
	"Oregon"	"41"	"2013"	"2013"	"Female"	"F"	"1-4 years"	"1-4"	0	90108	0.00
	"Oregon"	"41"	"2013"	"2013"	"Female"	"F"	"5-9 years"	"5-9"	0	117108	0.00
	"Oregon"	"41"	"2013"	"2013"	"Female"	"F"	"10-14 years"	"10-14"	0	118234	0.00
	"Oregon"	"41"	"2013"	"2013"	"Female"	"F"	"65-69 years"	"65-69"	16	106218	15.06
	"Oregon"	"41"	"2013"	"2013"	"Female"	"F"	"75-79 years"	"75-79"	22	52139	42.19
"Total"	"Oregon"	"41"	"2013"	"2013"	"Female"	"F"			117	1977017	5.92
	"Oregon"	"41"	"2013"	"2013"	"Male"	"M"	"< 1 year"	"1"	0	22917	0.00
	"Oregon"	"41"	"2013"	"2013"	"Male"	"M"	"20-24 years"	"20-24"	0	137062	0.00
	"Oregon"	"41"	"2013"	"2013"	"Male"	"M"	"60-64 years "	"60-64"	20	125886	15.89
	"Oregon"	"41"	"2013"	"2013"	"Male"	"M"	"65-69 years"	"65-69"	20	99939	20.01
"Total"	"Oregon"	"41"	"2013"	"2013"	"Male"	"M"			134	1947783	6.88
"Total"	"Oregon"	"41"	"2013"	"2013"					251	3924800	6.40
	"Oregon"	"41"	"2014"	"2014"	"Female"	"F"	"< 1 year"	"1"	0	22019	0.00
	"Oregon"	"41"	"2014"	"2014"	"Female"	"F"	"1-4 years"	"1-4"	0	89706	0.00
	"Oregon"	"41"	"2014"	"2014"	"Female"	"F"	"5-9 years"	"5-9"	0	117190	0.00
	"Oregon"	"41"	"2014"	"2014"	"Female"	"F"	"10-14 years"	"10-14"	0	118943	0.00
	"Oregon"	"41"	"2014"	"2014"	"Female"	"F"	"15-19 years"	"15-19"	0	121069	0.00
	"Oregon"	"41"	"2014"	"2014"	"Female"	"F"	"20-24 years"	"20-24"	0	132157	0.00
	"Oregon"	"41"	"2014"	"2014"	"Female"	"F"	"30-34 years"	"30-34"	0	137372	0.00
	"Oregon"	"41"	"2014"	"2014"	"Female"	"F"	"60-64 years "	"60-64"	18	136780	13.16
	"Oregon"	"41"	"2014"	"2014"	"Female"	"F"	"65-69 years"	"65-69"	17	112427	15.12
"Total"	"Oregon"	"41"	"2014"	"2014"	"Female"	"F"			99	1995721	4.96
	"Oregon"	"41"	"2014"	"2014"	"Male"	"M"	"< 1 year"	"1"	0	23053	0.00
	"Oregon"	"41"	"2014"	"2014"	"Male"	"M"	"1-4 years"	"1-4"	0	94614	0.00
	"Oregon"	"41"	"2014"	"2014"	"Male"	"M"	"5-9 years"	"5-9"	0	122913	0.00
	"Oregon"	"41"	"2014"	"2014"	"Male"	"M"	"55-59 years"	"55-59"	23	133694	17.20
	"Oregon"	"41"	"2014"	"2014"	"Male"	"M"	"60-64 years "	"60-64"	18	128175	14.04
	"Oregon"	"41"	"2014"	"2014"	"Male"	"M"	"65-69 years"	"65-69"	17	105803	16.07
	"Oregon"	"41"	"2014"	"2014"	"Male"	"M"	"70-74 years"	"70-74"	23	72235	31.84
	"Oregon"	"41"	"2014"	"2014"	"Male"	"M"	"75-79 years"	"75-79"	18	46695	38.55
"Total"	"Oregon"	"41"	"2014"	"2014"	"Male"	"M"			158	1970366	8.02
"Total"	"Oregon"	"41"	"2014"	"2014"					257	3966087	6.48
	"Oregon"	"41"	"2015"	"2015"	"Female"	"F"	"< 1 year"	"1"	0	21887	0.00
	"Oregon"	"41"	"2015"	"2015"	"Female"	"F"	"5-9 years"	"5-9"	0	117858	0.00
	"Oregon"	"41"	"2015"	"2015"	"Female"	"F"	"15-19 years"	"15-19"	0	121975	0.00
	"Oregon"	"41"	"2015"	"2015"	"Female"	"F"	"70-74 years"	"70-74"	17	82978	20.49
"Total"	"Oregon"	"41"	"2015"	"2015"	"Female"	"F"			109	2019842	5.40
	"Oregon"	"41"	"2015"	"2015"	"Male"	"M"	"< 1 year"	"1"	0	23219	0.00
	"Oregon"	"41"	"2015"	"2015"	"Male"	"M"	"5-9 years"	"5-9"	0	123680	0.00
	"Oregon"	"41"	"2015"	"2015"	"Male"	"M"	"50-54 years"	"50-54"	16	130769	12.24
	"Oregon"	"41"	"2015"	"2015"	"Male"	"M"	"60-64 years "	"60-64"	16	130285	12.28
	"Oregon"	"41"	"2015"	"2015"	"Male"	"M"	"65-69 years"	"65-69"	29	111944	25.91
	"Oregon"	"41"	"2015"	"2015"	"Male"	"M"	"70-74 years"	"70-74"	18	75661	23.79
"Total"	"Oregon"	"41"	"2015"	"2015"	"Male"	"M"			140	1999278	7.00
"Total"	"Oregon"	"41"	"2015"	"2015"					249	4019120	6.20
	"Oregon"	"41"	"2016"	"2016"	"Female"	"F"	"< 1 year"	"1"	0	22069	0.00
	"Oregon"	"41"	"2016"	"2016"	"Female"	"F"	"10-14 years"	"10-14"	0	120169	0.00
	"Oregon"	"41"	"2016"	"2016"	"Female"	"F"	"15-19 years"	"15-19"	0	123676	0.00
	"Oregon"	"41"	"2016"	"2016"	"Female"	"F"	"20-24 years"	"20-24"	0	130963	0.00
	"Oregon"	"41"	"2016"	"2016"	"Female"	"F"	"25-29 years"	"25-29"	0	140062	0.00
	"Oregon"	"41"	"2016"	"2016"	"Female"	"F"	"65-69 years"	"65-69"	17	126684	13.42
"Total"	"Oregon"	"41"	"2016"	"2016"	"Female"	"F"			89	2054775	4.33
	"Oregon"	"41"	"2016"	"2016"	"Male"	"M"	"< 1 year"	"1"	0	23024	0.00
	"Oregon"	"41"	"2016"	"2016"	"Male"	"M"	"5-9 years"	"5-9"	0	123890	0.00
	"Oregon"	"41"	"2016"	"2016"	"Male"	"M"	"15-19 years"	"15-19"	0	130214	0.00
	"Oregon"	"41"	"2016"	"2016"	"Male"	"M"	"25-29 years"	"25-29"	0	144874	0.00
	"Oregon"	"41"	"2016"	"2016"	"Male"	"M"	"35-39 years"	"35-39"	0	142926	0.00
	"Oregon"	"41"	"2016"	"2016"	"Male"	"M"	"40-44 years"	"40-44"	0	131106	0.00
	"Oregon"	"41"	"2016"	"2016"	"Male"	"M"	"55-59 years"	"55-59"	18	134783	13.35
	"Oregon"	"41"	"2016"	"2016"	"Male"	"M"	"60-64 years "	"60-64"	20	131748	15.18
	"Oregon"	"41"	"2016"	"2016"	"Male"	"M"	"65-69 years"	"65-69"	21	118474	17.73
	"Oregon"	"41"	"2016"	"2016"	"Male"	"M"	"70-74 years"	"70-74"	20	78558	25.46
"Total"	"Oregon"	"41"	"2016"	"2016"	"Male"	"M"			122	2038878	5.98
"Total"	"Oregon"	"41"	"2016"	"2016"					211	4093653	5.15
	"Oregon"	"41"	"2017"	"2017"	"Female"	"F"	"< 1 year"	"1"	0	21325	0.00
	"Oregon"	"41"	"2017"	"2017"	"Female"	"F"	"1-4 years"	"1-4"	0	90861	0.00
	"Oregon"	"41"	"2017"	"2017"	"Female"	"F"	"20-24 years"	"20-24"	0	130368	0.00
	"Oregon"	"41"	"2017"	"2017"	"Female"	"F"	"30-34 years"	"30-34"	0	142789	0.00
	"Oregon"	"41"	"2017"	"2017"	"Female"	"F"	"65-69 years"	"65-69"	21	127590	16.46
	"Oregon"	"41"	"2017"	"2017"	"Female"	"F"	"70-74 years"	"70-74"	21	94918	22.12
"Total"	"Oregon"	"41"	"2017"	"2017"	"Female"	"F"			106	2079085	5.10
	"Oregon"	"41"	"2017"	"2017"	"Male"	"M"	"< 1 year"	"1"	0	22558	0.00
	"Oregon"	"41"	"2017"	"2017"	"Male"	"M"	"5-9 years"	"5-9"	0	123637	0.00
