"Notes"	"States"	"States Code"	"Year"	"Year Code"	"Sex"	"Sex Code"	"Age Groups"	"Age Groups Code"	Count	Population	Crude Rate
	"South Carolina"	"45"	"2008"	"2008"	"Male"	"M"	"45-49 years"	"45-49"	16	160162	9.99
	"South Carolina"	"45"	"2008"	"2008"	"Male"	"M"	"55-59 years"	"55-59"	26	138963	18.71
	"South Carolina"	"45"	"2008"	"2008"	"Male"	"M"	"60-64 years "	"60-64"	21	122041	17.21
	"South Carolina"	"45"	"2008"	"2008"	"Male"	"M"	"70-74 years"	"70-74"	17	66381	25.61
	"South Carolina"	"45"	"2009"	"2009"	"Female"	"F"	"75-79 years"	"75-79"	17	62871	27.04
	"South Carolina"	"45"	"2009"	"2009"	"Male"	"M"	"< 1 year"	"1"	0	30654	0.00
	"South Carolina"	"45"	"2009"	"2009"	"Male"	"M"	"50-54 years"	"50-54"	16	155072	10.32
	"South Carolina"	"45"	"2009"	"2009"	"Male"	"M"	"60-64 years "	"60-64"	22	127858	17.21
	"South Carolina"	"45"	"2009"	"2009"	"Male"	"M"	"65-69 years"	"65-69"	23	98289	23.40
	"South Carolina"	"45"	"2009"	"2009"	"Male"	"M"	"70-74 years"	"70-74"	19	68743	27.64
	"South Carolina"	"45"	"2009"	"2009"	"Male"	"M"	"75-79 years"	"75-79"	16	47934	33.38
	"South Carolina"	"45"	"2010"	"2010"	"Female"	"F"	"60-64 years "	"60-64"	16	149099	10.73
	"South Carolina"	"45"	"2010"	"2010"	"Female"	"F"	"65-69 years"	"65-69"	16	114708	13.95
	"South Carolina"	"45"	"2010"	"2010"	"Male"	"M"	"55-59 years"	"55-59"	21	143462	14.64
	"South Carolina"	"45"	"2010"	"2010"	"Male"	"M"	"60-64 years "	"60-64"	23	133846	17.18
	"South Carolina"	"45"	"2010"	"2010"	"Male"	"M"	"65-69 years"	"65-69"	23	102508	22.44
	"South Carolina"	"45"	"2010"	"2010"	"Male"	"M"	"70-74 years"	"70-74"	18	71123	25.31
	"South Carolina"	"45"	"2010"	"2010"	"Male"	"M"	"75-79 years"	"75-79"	20	49603	40.32
	"South Carolina"	"45"	"2011"	"2011"	"Female"	"F"	"60-64 years "	"60-64"	19	155692	12.20
	"South Carolina"	"45"	"2011"	"2011"	"Female"	"F"	"65-69 years"	"65-69"	16	118272	13.53
	"South Carolina"	"45"	"2011"	"2011"	"Male"	"M"	"< 1 year"	"1"	0	28924	0.00
	"South Carolina"	"45"	"2011"	"2011"	"Male"	"M"	"55-59 years"	"55-59"	18	146002	12.33
	"South Carolina"	"45"	"2011"	"2011"	"Male"	"M"	"60-64 years "	"60-64"	28	139201	20.11
	"South Carolina"	"45"	"2011"	"2011"	"Male"	"M"	"65-69 years"	"65-69"	29	105777	27.42
	"South Carolina"	"45"	"2011"	"2011"	"Male"	"M"	"70-74 years"	"70-74"	23	74430	30.90
	"South Carolina"	"45"	"2011"	"2011"	"Male"	"M"	"75-79 years"	"75-79"	16	51170	31.27
	"South Carolina"	"45"	"2012"	"2012"	"Female"	"F"	"< 1 year"	"1"	0	27664	0.00
	"South Carolina"	"45"	"2012"	"2012"	"Female"	"F"	"60-64 years "	"60-64"	16	154553	10.35
	"South Carolina"	"45"	"2012"	"2012"	"Female"	"F"	"65-69 years"	"65-69"	18	128755	13.98
	"South Carolina"	"45"	"2012"	"2012"	"Male"	"M"	"< 1 year"	"1"	0	28899	0.00
	"South Carolina"	"45"	"2012"	"2012"	"Male"	"M"	"50-54 years"	"50-54"	16	160540	9.97
	"South Carolina"	"45"	"2012"	"2012"	"Male"	"M"	"55-59 years"	"55-59"	16	149413	10.71
	"South Carolina"	"45"	"2012"	"2012"	"Male"	"M"	"60-64 years "	"60-64"	31	137343	22.57
	"South Carolina"	"45"	"2012"	"2012"	"Male"	"M"	"65-69 years"	"65-69"	22	115314	19.08
	"South Carolina"	"45"	"2012"	"2012"	"Male"	"M"	"70-74 years"	"70-74"	24	78863	30.43
	"South Carolina"	"45"	"2012"	"2012"	"Male"	"M"	"80-84 years"	"80-84"	17	32730	51.94
	"South Carolina"	"45"	"2013"	"2013"	"Female"	"F"	"60-64 years "	"60-64"	18	156453	11.51
	"South Carolina"	"45"	"2013"	"2013"	"Female"	"F"	"65-69 years"	"65-69"	21	134406	15.62
	"South Carolina"	"45"	"2013"	"2013"	"Female"	"F"	"70-74 years"	"70-74"	19	97386	19.51
	"South Carolina"	"45"	"2013"	"2013"	"Male"	"M"	"< 1 year"	"1"	0	28184	0.00
	"South Carolina"	"45"	"2013"	"2013"	"Male"	"M"	"55-59 years"	"55-59"	16	152515	10.49
	"South Carolina"	"45"	"2013"	"2013"	"Male"	"M"	"60-64 years "	"60-64"	22	137949	15.95
	"South Carolina"	"45"	"2013"	"2013"	"Male"	"M"	"65-69 years"	"65-69"	24	120667	19.89
	"South Carolina"	"45"	"2013"	"2013"	"Male"	"M"	"70-74 years"	"70-74"	19	84615	22.45
	"South Carolina"	"45"	"2013"	"2013"	"Male"	"M"	"75-79 years"	"75-79"	27	54279	49.74
	"South Carolina"	"45"	"2014"	"2014"	"Female"	"F"	"< 1 year"	"1"	0	27248	0.00
	"South Carolina"	"45"	"2014"	"2014"	"Female"	"F"	"20-24 years"	"20-24"	0	171511	0.00
	"South Carolina"	"45"	"2014"	"2014"	"Female"	"F"	"55-59 years"	"55-59"	20	170495	11.73
	"South Carolina"	"45"	"2014"	"2014"	"Female"	"F"	"65-69 years"	"65-69"	21	141292	14.86
	"South Carolina"	"45"	"2014"	"2014"	"Female"	"F"	"70-74 years"	"70-74"	16	102520	15.61
	"South Carolina"	"45"	"2014"	"2014"	"Male"	"M"	"< 1 year"	"1"	0	28742	0.00
	"South Carolina"	"45"	"2014"	"2014"	"Male"	"M"	"45-49 years"	"45-49"	17	151449	11.22
	"South Carolina"	"45"	"2014"	"2014"	"Male"	"M"	"50-54 years"	"50-54"	18	163111	11.04
	"South Carolina"	"45"	"2014"	"2014"	"Male"	"M"	"55-59 years"	"55-59"	22	155209	14.17
	"South Carolina"	"45"	"2014"	"2014"	"Male"	"M"	"60-64 years "	"60-64"	18	139950	12.86
	"South Carolina"	"45"	"2014"	"2014"	"Male"	"M"	"65-69 years"	"65-69"	28	126626	22.11
	"South Carolina"	"45"	"2014"	"2014"	"Male"	"M"	"70-74 years"	"70-74"	29	89437	32.43
	"South Carolina"	"45"	"2014"	"2014"	"Male"	"M"	"75-79 years"	"75-79"	17	56572	30.05
	"South Carolina"	"45"	"2015"	"2015"	"Female"	"F"	"< 1 year"	"1"	0	27837	0.00
	"South Carolina"	"45"	"2015"	"2015"	"Female"	"F"	"55-59 years"	"55-59"	19	172666	11.00
	"South Carolina"	"45"	"2015"	"2015"	"Female"	"F"	"60-64 years "	"60-64"	20	164012	12.19
	"South Carolina"	"45"	"2015"	"2015"	"Female"	"F"	"75-79 years"	"75-79"	18	72325	24.89
	"South Carolina"	"45"	"2015"	"2015"	"Male"	"M"	"< 1 year"	"1"	0	28946	0.00
	"South Carolina"	"45"	"2015"	"2015"	"Male"	"M"	"50-54 years"	"50-54"	16	163354	9.79
	"South Carolina"	"45"	"2015"	"2015"	"Male"	"M"	"55-59 years"	"55-59"	20	158059	12.65
	"South Carolina"	"45"	"2015"	"2015"	"Male"	"M"	"60-64 years "	"60-64"	17	143496	11.85
	"South Carolina"	"45"	"2015"	"2015"	"Male"	"M"	"65-69 years"	"65-69"	31	132593	23.38
	"South Carolina"	"45"	"2015"	"2015"	"Male"	"M"	"70-74 years"	"70-74"	18	93608	19.23
	"South Carolina"	"45"	"2015"	"2015"	"Male"	"M"	"75-79 years"	"75-79"	16	58924	27.15
	"South Carolina"	"45"	"2016"	"2016"	"Female"	"F"	"< 1 year"	"1"	0	27560	0.00
	"South Carolina"	"45"	"2016"	"2016"	"Female"	"F"	"55-59 years"	"55-59"	19	175100	10.85
	"South Carolina"	"45"	"2016"	"2016"	"Female"	"F"	"60-64 years "	"60-64"	17	167143	10.17
	"South Carolina"	"45"	"2016"	"2016"	"Female"	"F"	"65-69 years"	"65-69"	24	156426	15.34
	"South Carolina"	"45"	"2016"	"2016"	"Male"	"M"	"55-59 years"	"55-59"	20	160995	12.42
	"South Carolina"	"45"	"2016"	"2016"	"Male"	"M"	"60-64 years "	"60-64"	25	146642	17.05
	"South Carolina"	"45"	"2016"	"2016"	"Male"	"M"	"65-69 years"	"65-69"	27	138628	19.48
	"South Carolina"	"45"	"2016"	"2016"	"Male"	"M"	"70-74 years"	"70-74"	23	96916	23.73
	"South Carolina"	"45"	"2016"	"2016"	"Male"	"M"	"75-79 years"	"75-79"	16	61928	25.84
	"South Carolina"	"45"	"2017"	"2017"	"Female"	"F"	"60-64 years "	"60-64"	23	170952	13.45
	"South Carolina"	"45"	"2017"	"2017"	"Female"	"F"	"65-69 years"	"65-69"	24	156099	15.37
	"South Carolina"	"45"	"2017"	"2017"	"Female"	"F"	"70-74 years"	"70-74"	21	121390	17.30
	"South Carolina"	"45"	"2017"	"2017"	"Female"	"F"	"75-79 years"	"75-79"	22	79107	27.81
	"South Carolina"	"45"	"2017"	"2017"	"Male"	"M"	"< 1 year"	"1"	0	28111	0.00
	"South Carolina"	"45"	"2017"	"2017"	"Male"	"M"	"60-64 years "	"60-64"	28	150545	18.60
	"South Carolina"	"45"	"2017"	"2017"	"Male"	"M"	"65-69 years"	"65-69"	27	136956	19.71
	"South Carolina"	"45"	"2017"	"2017"	"Male"	"M"	"70-74 years"	"70-74"	29	106880	27.13
	"South Carolina"	"45"	"2017"	"2017"	"Male"	"M"	"75-79 years"	"75-79"	20	65773	30.41
	"South Carolina"	"45"	"2018"	"2018"	"Female"	"F"	"65-69 years"	"65-69"	20	158824	12.59
	"South Carolina"	"45"	"2018"	"2018"	"Female"	"F"	"70-74 years"	"70-74"	19	127541	14.90
	"South Carolina"	"45"	"2018"	"2018"	"Female"	"F"	"75-79 years"	"75-79"	17	84983	20.00
	"South Carolina"	"45"	"2018"	"2018"	"Male"	"M"	"< 1 year"	"1"	0	28250	0.00
	"South Carolina"	"45"	"2018"	"2018"	"Male"	"M"	"55-59 years"	"55-59"	19	164607	11.54
	"South Carolina"	"45"	"2018"	"2018"	"Male"	"M"	"60-64 years "	"60-64"	26	153997	16.88
	"South Carolina"	"45"	"2018"	"2018"	"Male"	"M"	"65-69 years"	"65-69"	35	137560	25.44
	"South Carolina"	"45"	"2018"	"2018"	"Male"	"M"	"70-74 years"	"70-74"	20	112346	17.80
	"South Carolina"	"45"	"2018"	"2018"	"Male"	"M"	"75-79 years"	"75-79"	19	71064	26.74
	"South Carolina"	"45"	"2018"	"2018"	"Male"	"M"	"80-84 years"	"80-84"	17	39624	42.90
	"South Carolina"	"45"	"2019"	"2019"	"Female"	"F"	"< 1 year"	"1"	0	26661	0.00
	"South Carolina"	"45"	"2019"	"2019"	"Female"	"F"	"65-69 years"	"65-69"	19	162590	11.69
	"South Carolina"	"45"	"2019"	"2019"	"Female"	"F"	"70-74 years"	"70-74"	23	134388	17.11
	"South Carolina"	"45"	"2019"	"2019"	"Male"	"M"	"< 1 year"	"1"	0	27974	0.00
	"South Carolina"	"45"	"2019"	"2019"	"Male"	"M"	"55-59 years"	"55-59"	30	166801	17.99
	"South Carolina"	"45"	"2019"	"2019"	"Male"	"M"	"60-64 years "	"60-64"	28	156992	17.84
	"South Carolina"	"45"	"2019"	"2019"	"Male"	"M"	"65-69 years"	"65-69"	32	139452	22.95
	"South Carolina"	"45"	"2019"	"2019"	"Male"	"M"	"70-74 years"	"70-74"	34	117979	28.82
	"South Carolina"	"45"	"2019"	"2019"	"Male"	"M"	"75-79 years"	"75-79"	18	75111	23.96
	"South Carolina"	"45"	"2020"	"2020"	"Female"	"F"	"1-4 years"	"1-4"	0	110917	0.00
	"South Carolina"	"45"	"2020"	"2020"	"Female"	"F"	"60-64 years "	"60-64"	18	178400	10.09
	"South Carolina"	"45"	"2020"	"2020"	"Female"	"F"	"65-69 years"	"65-69"	23	166957	13.78
	"South Carolina"	"45"	"2020"	"2020"	"Female"	"F"	"70-74 years"	"70-74"	20	141758	14.11
	"South Carolina"	"45"	"2020"	"2020"	"Male"	"M"	"55-59 years"	"55-59"	16	167161	9.57
	"South Carolina"	"45"	"2020"	"2020"	"Male"	"M"	"60-64 years "	"60-64"	30	160376	18.71
	"South Carolina"	"45"	"2020"	"2020"	"Male"	"M"	"65-69 years"	"65-69"	28	143288	19.54
	"South Carolina"	"45"	"2020"	"2020"	"Male"	"M"	"70-74 years"	"70-74"	33	123438	26.73
	"South Carolina"	"45"	"2020"	"2020"	"Male"	"M"	"75-79 years"	"75-79"	17	78580	21.63
	"South Carolina"	"45"	"2021"	"2021"	"Female"	"F"	"< 1 year"	"1"	0	27089	0.00
	"South Carolina"	"45"	"2021"	"2021"	"Female"	"F"	"60-64 years "	"60-64"	25	182012	13.74
	"South Carolina"	"45"	"2021"	"2021"	"Female"	"F"	"65-69 years"	"65-69"	24	170564	14.07
	"South Carolina"	"45"	"2021"	"2021"	"Female"	"F"	"70-74 years"	"70-74"	28	149583	18.72
	"South Carolina"	"45"	"2021"	"2021"	"Female"	"F"	"80-84 years"	"80-84"	23	60420	38.07
	"South Carolina"	"45"	"2021"	"2021"	"Male"	"M"	"60-64 years "	"60-64"	23	164114	14.01
	"South Carolina"	"45"	"2021"	"2021"	"Male"	"M"	"65-69 years"	"65-69"	22	146508	15.02
	"South Carolina"	"45"	"2021"	"2021"	"Male"	"M"	"70-74 years"	"70-74"	18	128444	14.01
	"South Carolina"	"45"	"2021"	"2021"	"Male"	"M"	"75-79 years"	"75-79"	24	80904	29.66
	"South Dakota"	"46"	"1999"	"1999"	"Female"	"F"	"< 1 year"	"1"	Missing	Missing	Missing
	"South Dakota"	"46"	"1999"	"1999"	"Female"	"F"	"1-4 years"	"1-4"	Missing	Missing	Missing
	"South Dakota"	"46"	"1999"	"1999"	"Female"	"F"	"5-9 years"	"5-9"	Missing	Missing	Missing
	"South Dakota"	"46"	"1999"	"1999"	"Female"	"F"	"10-14 years"	"10-14"	Missing	Missing	Missing
	"South Dakota"	"46"	"1999"	"1999"	"Female"	"F"	"15-19 years"	"15-19"	Missing	Missing	Missing
	"South Dakota"	"46"	"1999"	"1999"	"Female"	"F"	"20-24 years"	"20-24"	Missing	Missing	Missing
	"South Dakota"	"46"	"1999"	"1999"	"Female"	"F"	"25-29 years"	"25-29"	Missing	Missing	Missing
	"South Dakota"	"46"	"1999"	"1999"	"Female"	"F"	"30-34 years"	"30-34"	Missing	Missing	Missing
	"South Dakota"	"46"	"1999"	"1999"	"Female"	"F"	"35-39 years"	"35-39"	Missing	Missing	Missing
	"South Dakota"	"46"	"1999"	"1999"	"Female"	"F"	"40-44 years"	"40-44"	Missing	Missing	Missing
	"South Dakota"	"46"	"1999"	"1999"	"Female"	"F"	"45-49 years"	"45-49"	Missing	Missing	Missing
	"South Dakota"	"46"	"1999"	"1999"	"Female"	"F"	"50-54 years"	"50-54"	Missing	Missing	Missing
	"South Dakota"	"46"	"1999"	"1999"	"Female"	"F"	"55-59 years"	"55-59"	Missing	Missing	Missing
	"South Dakota"	"46"	"1999"	"1999"	"Female"	"F"	"60-64 years "	"60-64"	Missing	Missing	Missing
	"South Dakota"	"46"	"1999"	"1999"	"Female"	"F"	"65-69 years"	"65-69"	Missing	Missing	Missing
	"South Dakota"	"46"	"1999"	"1999"	"Female"	"F"	"70-74 years"	"70-74"	Missing	Missing	Missing
	"South Dakota"	"46"	"1999"	"1999"	"Female"	"F"	"75-79 years"	"75-79"	Missing	Missing	Missing
	"South Dakota"	"46"	"1999"	"1999"	"Female"	"F"	"80-84 years"	"80-84"	Missing	Missing	Missing
	"South Dakota"	"46"	"1999"	"1999"	"Female"	"F"	"85+ years"	"85+"	Missing	Missing	Missing
	"South Dakota"	"46"	"1999"	"1999"	"Male"	"M"	"< 1 year"	"1"	Missing	Missing	Missing
	"South Dakota"	"46"	"1999"	"1999"	"Male"	"M"	"1-4 years"	"1-4"	Missing	Missing	Missing
	"South Dakota"	"46"	"1999"	"1999"	"Male"	"M"	"5-9 years"	"5-9"	Missing	Missing	Missing
	"South Dakota"	"46"	"1999"	"1999"	"Male"	"M"	"10-14 years"	"10-14"	Missing	Missing	Missing
	"South Dakota"	"46"	"1999"	"1999"	"Male"	"M"	"15-19 years"	"15-19"	Missing	Missing	Missing
	"South Dakota"	"46"	"1999"	"1999"	"Male"	"M"	"20-24 years"	"20-24"	Missing	Missing	Missing
	"South Dakota"	"46"	"1999"	"1999"	"Male"	"M"	"25-29 years"	"25-29"	Missing	Missing	Missing
	"South Dakota"	"46"	"1999"	"1999"	"Male"	"M"	"30-34 years"	"30-34"	Missing	Missing	Missing
	"South Dakota"	"46"	"1999"	"1999"	"Male"	"M"	"35-39 years"	"35-39"	Missing	Missing	Missing
	"South Dakota"	"46"	"1999"	"1999"	"Male"	"M"	"40-44 years"	"40-44"	Missing	Missing	Missing
	"South Dakota"	"46"	"1999"	"1999"	"Male"	"M"	"45-49 years"	"45-49"	Missing	Missing	Missing
	"South Dakota"	"46"	"1999"	"1999"	"Male"	"M"	"50-54 years"	"50-54"	Missing	Missing	Missing
	"South Dakota"	"46"	"1999"	"1999"	"Male"	"M"	"55-59 years"	"55-59"	Missing	Missing	Missing
	"South Dakota"	"46"	"1999"	"1999"	"Male"	"M"	"60-64 years "	"60-64"	Missing	Missing	Missing
	"South Dakota"	"46"	"1999"	"1999"	"Male"	"M"	"65-69 years"	"65-69"	Missing	Missing	Missing
	"South Dakota"	"46"	"1999"	"1999"	"Male"	"M"	"70-74 years"	"70-74"	Missing	Missing	Missing
	"South Dakota"	"46"	"1999"	"1999"	"Male"	"M"	"75-79 years"	"75-79"	Missing	Missing	Missing
	"South Dakota"	"46"	"1999"	"1999"	"Male"	"M"	"80-84 years"	"80-84"	Missing	Missing	Missing
	"South Dakota"	"46"	"1999"	"1999"	"Male"	"M"	"85+ years"	"85+"	Missing	Missing	Missing
	"South Dakota"	"46"	"2000"	"2000"	"Female"	"F"	"< 1 year"	"1"	Missing	Missing	Missing
	"South Dakota"	"46"	"2000"	"2000"	"Female"	"F"	"1-4 years"	"1-4"	Missing	Missing	Missing
	"South Dakota"	"46"	"2000"	"2000"	"Female"	"F"	"5-9 years"	"5-9"	Missing	Missing	Missing
	"South Dakota"	"46"	"2000"	"2000"	"Female"	"F"	"10-14 years"	"10-14"	Missing	Missing	Missing
	"South Dakota"	"46"	"2000"	"2000"	"Female"	"F"	"15-19 years"	"15-19"	Missing	Missing	Missing
	"South Dakota"	"46"	"2000"	"2000"	"Female"	"F"	"20-24 years"	"20-24"	Missing	Missing	Missing
	"South Dakota"	"46"	"2000"	"2000"	"Female"	"F"	"25-29 years"	"25-29"	Missing	Missing	Missing
	"South Dakota"	"46"	"2000"	"2000"	"Female"	"F"	"30-34 years"	"30-34"	Missing	Missing	Missing
	"South Dakota"	"46"	"2000"	"2000"	"Female"	"F"	"35-39 years"	"35-39"	Missing	Missing	Missing
	"South Dakota"	"46"	"2000"	"2000"	"Female"	"F"	"40-44 years"	"40-44"	Missing	Missing	Missing
	"South Dakota"	"46"	"2000"	"2000"	"Female"	"F"	"45-49 years"	"45-49"	Missing	Missing	Missing
	"South Dakota"	"46"	"2000"	"2000"	"Female"	"F"	"50-54 years"	"50-54"	Missing	Missing	Missing
	"South Dakota"	"46"	"2000"	"2000"	"Female"	"F"	"55-59 years"	"55-59"	Missing	Missing	Missing
	"South Dakota"	"46"	"2000"	"2000"	"Female"	"F"	"60-64 years "	"60-64"	Missing	Missing	Missing
	"South Dakota"	"46"	"2000"	"2000"	"Female"	"F"	"65-69 years"	"65-69"	Missing	Missing	Missing
	"South Dakota"	"46"	"2000"	"2000"	"Female"	"F"	"70-74 years"	"70-74"	Missing	Missing	Missing
	"South Dakota"	"46"	"2000"	"2000"	"Female"	"F"	"75-79 years"	"75-79"	Missing	Missing	Missing
	"South Dakota"	"46"	"2000"	"2000"	"Female"	"F"	"80-84 years"	"80-84"	Missing	Missing	Missing
	"South Dakota"	"46"	"2000"	"2000"	"Female"	"F"	"85+ years"	"85+"	Missing	Missing	Missing
	"South Dakota"	"46"	"2000"	"2000"	"Male"	"M"	"< 1 year"	"1"	Missing	Missing	Missing
	"South Dakota"	"46"	"2000"	"2000"	"Male"	"M"	"1-4 years"	"1-4"	Missing	Missing	Missing
	"South Dakota"	"46"	"2000"	"2000"	"Male"	"M"	"5-9 years"	"5-9"	Missing	Missing	Missing
	"South Dakota"	"46"	"2000"	"2000"	"Male"	"M"	"10-14 years"	"10-14"	Missing	Missing	Missing
	"South Dakota"	"46"	"2000"	"2000"	"Male"	"M"	"15-19 years"	"15-19"	Missing	Missing	Missing
	"South Dakota"	"46"	"2000"	"2000"	"Male"	"M"	"20-24 years"	"20-24"	Missing	Missing	Missing
	"South Dakota"	"46"	"2000"	"2000"	"Male"	"M"	"25-29 years"	"25-29"	Missing	Missing	Missing
	"South Dakota"	"46"	"2000"	"2000"	"Male"	"M"	"30-34 years"	"30-34"	Missing	Missing	Missing
	"South Dakota"	"46"	"2000"	"2000"	"Male"	"M"	"35-39 years"	"35-39"	Missing	Missing	Missing
	"South Dakota"	"46"	"2000"	"2000"	"Male"	"M"	"40-44 years"	"40-44"	Missing	Missing	Missing
	"South Dakota"	"46"	"2000"	"2000"	"Male"	"M"	"45-49 years"	"45-49"	Missing	Missing	Missing
	"South Dakota"	"46"	"2000"	"2000"	"Male"	"M"	"50-54 years"	"50-54"	Missing	Missing	Missing
	"South Dakota"	"46"	"2000"	"2000"	"Male"	"M"	"55-59 years"	"55-59"	Missing	Missing	Missing
	"South Dakota"	"46"	"2000"	"2000"	"Male"	"M"	"60-64 years "	"60-64"	Missing	Missing	Missing
	"South Dakota"	"46"	"2000"	"2000"	"Male"	"M"	"65-69 years"	"65-69"	Missing	Missing	Missing
	"South Dakota"	"46"	"2000"	"2000"	"Male"	"M"	"70-74 years"	"70-74"	Missing	Missing	Missing
	"South Dakota"	"46"	"2000"	"2000"	"Male"	"M"	"75-79 years"	"75-79"	Missing	Missing	Missing
	"South Dakota"	"46"	"2000"	"2000"	"Male"	"M"	"80-84 years"	"80-84"	Missing	Missing	Missing
	"South Dakota"	"46"	"2000"	"2000"	"Male"	"M"	"85+ years"	"85+"	Missing	Missing	Missing
	"South Dakota"	"46"	"2001"	"2001"	"Female"	"F"	"< 1 year"	"1"	0	5060	0.00
	"South Dakota"	"46"	"2001"	"2001"	"Female"	"F"	"1-4 years"	"1-4"	0	19805	0.00
	"South Dakota"	"46"	"2001"	"2001"	"Female"	"F"	"5-9 years"	"5-9"	0	26143	0.00
	"South Dakota"	"46"	"2001"	"2001"	"Female"	"F"	"20-24 years"	"20-24"	0	26256	0.00
	"South Dakota"	"46"	"2001"	"2001"	"Female"	"F"	"25-29 years"	"25-29"	0	21185	0.00
	"South Dakota"	"46"	"2001"	"2001"	"Female"	"F"	"30-34 years"	"30-34"	0	22538	0.00
	"South Dakota"	"46"	"2001"	"2001"	"Female"	"F"	"35-39 years"	"35-39"	0	26714	0.00
	"South Dakota"	"46"	"2001"	"2001"	"Female"	"F"	"40-44 years"	"40-44"	0	29307	0.00
	"South Dakota"	"46"	"2001"	"2001"	"Female"	"F"	"50-54 years"	"50-54"	0	23055	0.00
	"South Dakota"	"46"	"2001"	"2001"	"Female"	"F"	"80-84 years"	"80-84"	0	10297	0.00
	"South Dakota"	"46"	"2001"	"2001"	"Male"	"M"	"< 1 year"	"1"	0	5157	0.00
	"South Dakota"	"46"	"2001"	"2001"	"Male"	"M"	"10-14 years"	"10-14"	0	30010	0.00
	"South Dakota"	"46"	"2001"	"2001"	"Male"	"M"	"15-19 years"	"15-19"	0	32782	0.00
	"South Dakota"	"46"	"2001"	"2001"	"Male"	"M"	"20-24 years"	"20-24"	0	27663	0.00
	"South Dakota"	"46"	"2001"	"2001"	"Male"	"M"	"35-39 years"	"35-39"	0	27342	0.00
	"South Dakota"	"46"	"2001"	"2001"	"Male"	"M"	"55-59 years"	"55-59"	0	17383	0.00
	"South Dakota"	"46"	"2002"	"2002"	"Female"	"F"	"< 1 year"	"1"	0	5060	0.00
	"South Dakota"	"46"	"2002"	"2002"	"Female"	"F"	"5-9 years"	"5-9"	0	25631	0.00
	"South Dakota"	"46"	"2002"	"2002"	"Female"	"F"	"10-14 years"	"10-14"	0	28357	0.00
	"South Dakota"	"46"	"2002"	"2002"	"Female"	"F"	"15-19 years"	"15-19"	0	30248	0.00
	"South Dakota"	"46"	"2002"	"2002"	"Female"	"F"	"20-24 years"	"20-24"	0	26966	0.00
	"South Dakota"	"46"	"2002"	"2002"	"Female"	"F"	"30-34 years"	"30-34"	0	22549	0.00
	"South Dakota"	"46"	"2002"	"2002"	"Female"	"F"	"35-39 years"	"35-39"	0	25373	0.00
	"South Dakota"	"46"	"2002"	"2002"	"Female"	"F"	"40-44 years"	"40-44"	0	29226	0.00
	"South Dakota"	"46"	"2002"	"2002"	"Female"	"F"	"65-69 years"	"65-69"	0	13876	0.00
	"South Dakota"	"46"	"2002"	"2002"	"Male"	"M"	"< 1 year"	"1"	0	5112	0.00
	"South Dakota"	"46"	"2002"	"2002"	"Male"	"M"	"20-24 years"	"20-24"	0	28866	0.00
	"South Dakota"	"46"	"2002"	"2002"	"Male"	"M"	"30-34 years"	"30-34"	0	23213	0.00
	"South Dakota"	"46"	"2002"	"2002"	"Male"	"M"	"85+ years"	"85+"	0	4904	0.00
	"South Dakota"	"46"	"2003"	"2003"	"Female"	"F"	"1-4 years"	"1-4"	0	20055	0.00
	"South Dakota"	"46"	"2003"	"2003"	"Female"	"F"	"5-9 years"	"5-9"	0	25218	0.00
	"South Dakota"	"46"	"2003"	"2003"	"Female"	"F"	"10-14 years"	"10-14"	0	27989	0.00
	"South Dakota"	"46"	"2003"	"2003"	"Female"	"F"	"20-24 years"	"20-24"	0	27691	0.00
	"South Dakota"	"46"	"2003"	"2003"	"Female"	"F"	"25-29 years"	"25-29"	0	21528	0.00
	"South Dakota"	"46"	"2003"	"2003"	"Female"	"F"	"30-34 years"	"30-34"	0	22207	0.00
	"South Dakota"	"46"	"2003"	"2003"	"Female"	"F"	"80-84 years"	"80-84"	0	10368	0.00
	"South Dakota"	"46"	"2003"	"2003"	"Male"	"M"	"< 1 year"	"1"	0	5355	0.00
	"South Dakota"	"46"	"2003"	"2003"	"Male"	"M"	"1-4 years"	"1-4"	0	20907	0.00
	"South Dakota"	"46"	"2003"	"2003"	"Male"	"M"	"25-29 years"	"25-29"	0	22701	0.00
	"South Dakota"	"46"	"2003"	"2003"	"Male"	"M"	"85+ years"	"85+"	0	5045	0.00
	"South Dakota"	"46"	"2004"	"2004"	"Female"	"F"	"< 1 year"	"1"	0	5430	0.00
	"South Dakota"	"46"	"2004"	"2004"	"Female"	"F"	"1-4 years"	"1-4"	0	20352	0.00
	"South Dakota"	"46"	"2004"	"2004"	"Female"	"F"	"20-24 years"	"20-24"	0	28623	0.00
	"South Dakota"	"46"	"2004"	"2004"	"Female"	"F"	"25-29 years"	"25-29"	0	22016	0.00
	"South Dakota"	"46"	"2004"	"2004"	"Female"	"F"	"35-39 years"	"35-39"	0	23163	0.00
	"South Dakota"	"46"	"2004"	"2004"	"Female"	"F"	"40-44 years"	"40-44"	0	28763	0.00
	"South Dakota"	"46"	"2004"	"2004"	"Female"	"F"	"45-49 years"	"45-49"	0	28600	0.00
	"South Dakota"	"46"	"2004"	"2004"	"Female"	"F"	"75-79 years"	"75-79"	0	12439	0.00
	"South Dakota"	"46"	"2004"	"2004"	"Female"	"F"	"85+ years"	"85+"	0	11914	0.00
	"South Dakota"	"46"	"2004"	"2004"	"Male"	"M"	"< 1 year"	"1"	0	5658	0.00
